C115792,Memory,DDR SDRAM,MT41K128M16JT-125 IT:K,BGA-96_8.0x14.0x0.8P,96,Micron Tech,Extended,Parallel 2Gb (128M x 16) 1.283V ~ 1.45V Volatile TFBGA-96 DDR SDRAM ROHS,https://datasheet.lcsc.com/lcsc/1809192125_Micron-Tech-MT41K128M16JT-125-IT-K_C115792.pdf,1-9:8.174803150,10-29:6.894488189,30-99:5.855118110,100-499:4.735433071,500-999:4.494488189,1000-:4.455118110,5591,
C115993,Memory,NOR FLASH,W25Q256JVFIQ,SOIC-16_7.5x10.3x1.27P,16,Winbond Elec,Extended,256Mb (32M x 8) SPI - Dual/Quad I/O FLASH Non-Volatile SOIC-16_300mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810010720_Winbond-Elec-W25Q256JVFIQ_C115993.pdf,1-9:2.497637795,10-29:2.182677165,30-99:2.124409449,100-499:2.067716535,500-999:2.040944882,1000-:2.009448819,722,
C116272,Memory,EEPROM,BL24C02A-SFRC,TSSOP-8_3.0x4.4x0.65P,8,BL(Shanghai Belling),Extended,Non-Volatile 2Kb (256 x 8) I2C 1.7V ~ 5.5V TSSOP-8_3x4.4x065P EEPROM RoHS,https://datasheet.lcsc.com/lcsc/1810010730_BL-Shanghai-Belling-BL24C02A-SFRC_C116272.pdf,100-130:0.037007874,160-190:0.037007874,290-:0.037007874,10-90:0.047716535,140-150:0.037007874,200-280:0.037007874,0,
C116273,Memory,EEPROM,BL24C16A-SFRC,TSSOP-8_3.0x4.4x0.65P,8,BL(Shanghai Belling),Extended,1.7V ~ 5.5V I2C 16Kb (2K x 8) TSSOP-8(3x4.4x0.65£© EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811151431_BL-Shanghai-Belling-BL24C16A-SFRC_C116273.pdf,5-45:0.122047244,50-145:0.102519685,150-495:0.088346457,500-2495:0.076692913,2500-4995:0.074645669,5000-9995:0.073700787,10000-19995:0.072913386,20000-:0.072440945,1760,
C116609,Memory,Non-Volatile Memory (ROM),DS2502R+T&R,SOT-23-3,3,Maxim Integrated,Extended,1Kb (1K x 1) 1-Wire SOT-23(SOT-23-3) Non-Volatile Memory (ROM) ROHS,https://datasheet.lcsc.com/lcsc/1806081515_Maxim-Integrated-DS2502R-T-R_C116609.pdf,1-9:1.344881890,10-29:1.121259843,30-99:0.959055118,100-499:0.826771654,500-999:0.803149606,1000-1999:0.792125984,2000-3999:0.784251969,4000-:0.777952756,0,
C116667,Memory,EEPROM,AT24C04D-SSHM-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 3.6V I2C 4Kb (512 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809192129_Microchip-Tech-AT24C04D-SSHM-T_C116667.pdf,4000-:0.788976378,2000-3999:0.795275591,1-9:1.349606299,10-29:1.129133858,30-99:0.968503937,100-499:0.836220472,1000-1999:0.803149606,500-999:0.814173228,2,
C116669,Memory,EEPROM,AT24C08D-SSHM-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 3.6V I2C 8Kb (1K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081524_Microchip-Tech-AT24C08D-SSHM-T_C116669.pdf,1-9:0.433070866,10-29:0.355905512,30-99:0.299212598,100-499:0.251968504,500-999:0.244094488,1000-1999:0.239370079,2000-3999:0.237795276,4000-:0.234645669,0,
C116670,Memory,EEPROM,AT24C32E-SSHM-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 3.6V I2C 32Kb (4K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810010730_Microchip-Tech-AT24C32E-SSHM-T_C116670.pdf,1-9:0.319291339,10-29:0.265826772,30-99:0.226929134,100-499:0.194960630,500-999:0.189448819,1000-1999:0.186771654,2000-3999:0.184724409,4000-:0.183464567,42,
C116707,Memory,EEPROM,AT24C64D-SSHM-B,SOIC-8,8,Microchip Tech,Extended,1.7V ~ 5.5V I2C 64Kb (8K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081531_Microchip-Tech-AT24C64D-SSHM-B_C116707.pdf,1-9:0.743307087,10-29:0.625196850,30-99:0.538582677,100-499:0.467716535,500-999:0.455118110,1000-:0.450393701,97,
C116708,Memory,EEPROM,AT24C16C-SSHM-B,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 5.5V I2C 16Kb (2K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081531_Microchip-Tech-AT24C16C-SSHM-B_C116708.pdf,1-9:0.867716535,10-29:0.729133858,30-99:0.628346457,100-499:0.544881890,500-999:0.530708661,1000-1999:0.524409449,2000-3999:0.518110236,4000-:0.514960630,50,
C117499,Memory,EEPROM,AT25M01-SSHM-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 5.5V SPI 1Mb (128K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081535_Microchip-Tech-AT25M01-SSHM-T_C117499.pdf,1-9:10.746456693,10-29:8.856692913,30-99:7.486614173,500-999:6.163779528,100-499:6.355905512,1000-:6.067716535,100,
C117539,Memory,EEPROM,DS24B33S+T&R,SOIC-8_5.3x5.3x1.27P,8,Maxim Integrated,Extended,2.8V ~ 5.25V 1-Wire 4Kb (256 x 16) SOIC-8_208mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1804241540_Maxim-Integrated-DS24B33S-T-R_C117539.pdf,1-9:3.763779528,10-29:3.160629921,30-99:2.722834646,100-499:2.362204724,500-999:2.300787402,1000-1999:2.270866142,2000-3999:2.247244094,4000-:2.233070866,0,
C117896,Memory,NOR FLASH,S70GL02GS11FHI010,BGA-64,64,Cypress Semicon,Extended,2Gb (256M x 8, 128M x 16) Parallel FLASH Non-Volatile BGA-64 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804242134_Cypress-Semicon-S70GL02GS11FHI010_C117896.pdf,1-9:14.566929134,36-99:14.196850394,100-999:14.077165354,1000-:14.077165354,10-29:14.566929134,30-31:14.196850394,32-33:14.196850394,34-35:14.196850394,0,
C117897,Memory,NAND FLASH,S34MS01G200BHI000,BGA-63,63,Cypress Semicon,Extended,Non-Volatile Parallel 1Gb (128M x 8) FLASH BGA-63 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804242134_Cypress-Semicon-S34MS01G200BHI000_C117897.pdf,1-9:9.973228346,10-29:8.955905512,30-99:8.795275591,102-103:8.554330709,100-101:8.554330709,104-:8.554330709,0,
C117898,Memory,NAND FLASH,S34ML08G201TFI000,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,Non-Volatile Parallel 8Gb (1G x 8) FLASH TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804242134_Cypress-Semicon-S34ML08G201TFI000_C117898.pdf,1-9:8.171653543,10-29:7.225196850,30-99:7.077165354,104-499:6.851968504,500-999:6.691338583,102-103:6.851968504,1000-:6.691338583,100-101:6.851968504,0,
C117899,Memory,NAND FLASH,S34ML04G200TFI000,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,Non-Volatile Parallel 4Gb (512M x 8) FLASH TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804242134_Cypress-Semicon-S34ML04G200TFI000_C117899.pdf,1-9:3.981102362,10-29:3.505511811,30-99:3.417322835,100-499:3.330708661,500-999:3.291338583,1000-1999:3.244094488,2000-3999:3.207874016,4000-:3.184251969,0,
C117900,Memory,NAND FLASH,S34ML02G104TFI010,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,Non-Volatile Parallel 2Gb (128M x 16) FLASH TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804242311_Cypress-Semicon-S34ML02G104TFI010_C117900.pdf,10-29:14.886614173,34-35:14.500787402,30-31:14.500787402,1-9:14.886614173,32-33:14.500787402,36-:14.500787402,0,
C117901,Memory,NAND FLASH,S34ML01G200BHI000,BGA-63_9.0x11.0x0.8P,63,Cypress Semicon,Extended,Non-Volatile Parallel 1Gb (128M x 8) FLASH BGA-63 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1805251300_Cypress-Semicon-S34ML01G200BHI000_C117901.pdf,10-29:2.456692913,100-499:1.793700787,500-999:1.743307087,1-9:2.955905512,30-99:2.092913386,1000-:1.718110236,43,
C117902,Memory,NAND FLASH,S34ML01G100TFI000,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,Non-Volatile Parallel 1Gb (128M x 8) FLASH TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809112111_Cypress-Semicon-S34ML01G100TFI000_C117902.pdf,500-999:1.839370079,1-9:3.499212598,30-99:2.319685039,1000-1999:1.806299213,2000-3999:1.779527559,4000-:1.762204724,10-29:2.815748031,100-499:1.910236220,0,
C117903,Memory,NOR FLASH,S29JL032H70TFI320,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,32Mb (4M x 8, 2M x 16) CFI FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1806081628_Cypress-Semicon-S29JL032H70TFI320_C117903.pdf,500-999:2.445669291,1-9:3.022047244,30-99:2.551181102,2000-3999:2.374803150,4000-:2.355905512,10-29:2.623622047,100-499:2.477165354,1000-1999:2.404724409,11,
C117904,Memory,NOR FLASH,S29GL512S10TFI020,TSOP-56,56,Cypress Semicon,Extended,512Mb (32M x 16) Parallel FLASH Non-Volatile TSOP-56 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1806111940_Cypress-Semicon-S29GL512S10TFI020_C117904.pdf,500-999:4.203149606,2000-3999:4.092913386,10-29:5.977952756,4000-:4.062992126,1-9:7.223622047,30-99:5.075590551,100-499:4.330708661,1000-1999:4.140157480,0,
C117905,Memory,NOR FLASH,S29GL128S90TFI010,TSOP-56,56,Cypress Semicon,Extended,128Mb (8M x 16) Parallel FLASH Non-Volatile TSOP-56 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804241721_Cypress-Semicon-S29GL128S90TFI010_C117905.pdf,1-9:82.549606299,10-29:68.313385827,30-99:57.992125984,100-499:49.478740157,500-999:48.026771654,1000-1999:47.308661417,2000-3999:46.774803150,4000-:46.418897638,10,
C117906,Memory,NOR FLASH,S29GL128S11TFIV10,TSOP-56,56,Cypress Semicon,Extended,128Mb (8M x 16) Parallel FLASH Non-Volatile TSOP-56 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1806141440_Cypress-Semicon-S29GL128S11TFIV10_C117906.pdf,1-9:3.140157480,10-29:2.593700787,30-99:2.195275591,100-499:1.867716535,500-999:1.812598425,1000-1999:1.784251969,2000-3999:1.763779528,4000-:1.751181102,0,
C117907,Memory,NOR FLASH,S29GL064N90TFI040,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,64Mb (8M x 8, 4M x 16) Parallel FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804241721_Cypress-Semicon-S29GL064N90TFI040_C117907.pdf,1-9:7.867716535,30-99:6.918110236,102-103:6.724409449,10-29:7.047244094,100-101:6.724409449,104-:6.724409449,96,
C117908,Memory,NOR FLASH,S29GL032N90TFI040,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,32Mb (4M x 8, 2M x 16) Parallel FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1806070727_Cypress-Semicon-S29GL032N90TFI040_C117908.pdf,1-9:6.867716535,30-99:5.973228346,102-103:5.790551181,104-:5.790551181,100-101:5.790551181,10-29:6.094488189,5,
C117910,Memory,NOR FLASH,S29AL008J70TFN010,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,8Mb (1M x 8, 512K x 16) CFI FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1806151523_Cypress-Semicon-S29AL008J70TFN010_C117910.pdf,1-9:1.574803150,10-29:1.300787402,30-99:1.102362205,100-499:0.938582677,500-999:0.910236220,1000-1999:0.896062992,2000-3999:0.886614173,4000-:0.878740157,0,
C117911,Memory,NOR FLASH,S25FL512SAGMFIG10,SOIC-16_7.5x10.3x1.27P,16,Cypress Semicon,Extended,512Mb (64M x 8) SPI - Quad I/O FLASH Non-Volatile SOIC-16_300mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804241721_Cypress-Semicon-S25FL512SAGMFIG10_C117911.pdf,1-9:9.127559055,10-29:7.686614173,30-99:6.642519685,500-999:5.634645669,100-499:5.781102362,1000-:5.562204724,0,
C117912,Memory,NOR FLASH,S25FL256SAGNFV001,WSON-8,9,Cypress Semicon,Extended,256Mb (32M x 8) SPI - Quad I/O FLASH Non-Volatile WSON-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804241721_Cypress-Semicon-S25FL256SAGNFV001_C117912.pdf,30-99:4.248818898,100-499:4.135433071,500-999:4.083464567,1000-1999:4.022047244,2000-3999:3.974803150,4000-:3.943307087,1-9:4.985826772,10-29:4.363779528,0,
C117913,Memory,NOR FLASH,S25FL256SAGMFIG01,SOIC-16,16,Cypress Semicon,Extended,256Mb (32M x 8) SPI - Quad I/O FLASH Non-Volatile SO-16 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1805251132_Cypress-Semicon-S25FL256SAGMFIG01_C117913.pdf,500-999:3.267716535,1000-1999:3.217322835,2000-3999:3.179527559,4000-:3.154330709,1-9:3.988976378,10-29:3.491338583,30-99:3.400000000,100-499:3.308661417,0,
C117914,Memory,NOR FLASH,S25FL256SAGMFI001,SOIC-16_7.5x10.3x1.27P,16,Cypress Semicon,Extended,256Mb (32M x 8) SPI FLASH Non-Volatile SOIC-16_300mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804241721_Cypress-Semicon-S25FL256SAGMFI001_C117914.pdf,1-9:19.963779528,10-29:16.184251969,30-99:13.444094488,100-499:11.184251969,500-999:10.798425197,4000-:10.371653543,2000-3999:10.466141732,1000-1999:10.607874016,0,
C117916,Memory,NOR FLASH,S25FL128SAGBHIA00,TFBGA-24_6x8x1.0P,24,Cypress Semicon,Extended,128Mb (16M x 8) SPI - Quad I/O FLASH Non-Volatile BGA-24 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804241851_Cypress-Semicon-S25FL128SAGBHIA00_C117916.pdf,500-999:1.647244094,2000-3999:1.604724409,4000-:1.592125984,1-9:2.855118110,30-99:1.996850394,1000-1999:1.622047244,10-29:2.357480315,100-499:1.699212598,0,
C118273,Memory,EEPROM,M24C01-WDW6TP,TSSOP-8_3.0x4.4x0.65P,8,STMicroelectronics,Extended,2.5V ~ 5.5V I2C 1Kb (128 x 8) TSSOP-8(3x4.4x0.65£© EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1806101619_STMicroelectronics-M24C01-WDW6TP_C118273.pdf,1-9:0.167763780,10-29:0.139212598,30-99:0.118582677,100-499:0.101574803,500-999:0.098740157,1000-1999:0.097322835,2000-3999:0.096220472,4000-:0.095433071,4005,
C118274,Memory,EEPROM,M95020-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 2Kb (256 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809051921_STMicroelectronics-M95020-WMN6TP_C118274.pdf,1-9:0.243622047,10-29:0.202362205,30-99:0.172299213,100-499:0.147559055,500-999:0.143307087,1000-1999:0.141259843,2000-3999:0.139685039,4000-:0.138582677,2481,
C118279,Memory,EEPROM,M24256-BWMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V I2C 256Kb (32K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809051918_STMicroelectronics-M24256-BWMN6TP_C118279.pdf,1-9:0.257165354,10-29:0.206929134,30-99:0.170409449,100-499:0.140314961,500-999:0.135275591,1000-1999:0.132755906,2000-3999:0.130866142,4000-:0.129606299,0,
C118280,Memory,EEPROM,M24C04-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V I2C 4Kb (512 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809151914_STMicroelectronics-M24C04-WMN6TP_C118280.pdf,1-9:0.176692913,10-29:0.148503937,30-99:0.127874016,100-499:0.111023622,500-999:0.108188976,1000-1999:0.106771654,2000-3999:0.105669291,4000-:0.104881890,6469,
C118281,Memory,EEPROM,M93C66-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 4Kb (512 x 8, 256 x 16) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809192229_STMicroelectronics-M93C66-WMN6TP_C118281.pdf,1-9:0.207874016,10-29:0.172960630,30-99:0.147716535,100-499:0.126929134,500-999:0.123307087,1000-1999:0.121574803,2000-3999:0.120314961,4000-:0.119370079,0,
C118282,Memory,EEPROM,M95040-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 4Kb (512 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811021516_STMicroelectronics-M95040-WMN6TP_C118282.pdf,1-9:0.524409449,10-29:0.429921260,30-99:0.363779528,100-499:0.307086614,500-999:0.297637795,1000-1999:0.292913386,2000-3999:0.289763780,4000-:0.286614173,2300,
C118283,Memory,EEPROM,M95128-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 128Kb (16K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809051918_STMicroelectronics-M95128-WMN6TP_C118283.pdf,10-29:0.525984252,100-499:0.385826772,4000-:0.362204724,500-999:0.374803150,1-9:0.633070866,30-99:0.448818898,1000-1999:0.368503937,2000-3999:0.365354331,1,
C118488,Memory,Non-Volatile Memory (ROM),DS2502S+T&R,SOIC-8,8,Maxim Integrated,Extended,SOIC-8_150mil Non-Volatile Memory (ROM) ROHS,https://datasheet.lcsc.com/lcsc/2006151032_Maxim-Integrated-DS2502S-T-R_C118488.pdf,1-9:3.858267717,10-29:3.351181102,30-99:3.258267717,100-499:3.165354331,500-999:3.122834646,1000-:3.072440945,45,
C122540,Memory,EEPROM,93LC86-I/SN,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,2.5V ~ 6.0V SPI 16Kb (2K x 8, 1K x 16) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081520_Microchip-Tech-93LC86-I-SN_C122540.pdf,30-99:1.518110236,1-9:2.170078740,10-29:1.792125984,100-499:1.291338583,1000-:1.233070866,500-999:1.253543307,0,
C122877,Memory,EEPROM,24AA01T-I/OT,SOT-23-5,5,Microchip Tech,Extended,1.7V ~ 5.5V I2C 1Kb (128 x 8) SOT-23-5 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810010331_Microchip-Tech-24AA01T-I-OT_C122877.pdf,1-9:0.299685039,10-29:0.253070866,30-99:0.219370079,100-499:0.191496063,500-999:0.186771654,1000-1999:0.184409449,2000-3999:0.182677165,4000-:0.181417323,0,
C122879,Memory,EEPROM,24AA16T-I/OT,SOT-23-5,5,Microchip Tech,Extended,1.7V ~ 5.5V I2C 16Kb (2K x 8) SOT-23-5 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809090209_Microchip-Tech-24AA16T-I-OT_C122879.pdf,10-29:0.275118110,100-499:0.201732283,1-9:0.330551181,30-99:0.234960630,1000-:0.193385827,500-999:0.196062992,0,
C122886,Memory,EEPROM,M95512-RDW6TP,TSSOP-8_3.0x4.4x0.65P,8,STMicroelectronics,Extended,1.8V ~ 5.5V SPI 512Kb (64K x 8) TSSOP-8(3x4.4x0.65£© EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809080208_STMicroelectronics-M95512-RDW6TP_C122886.pdf,1-9:0.656692913,30-99:0.466141732,10-29:0.546456693,100-499:0.400000000,1000-:0.382677165,500-999:0.388976378,0,
C123052,Memory,EEPROM,BR24T128F-WE2,SOIC-8_3.9x4.9x1.27P,8,ROHM Semicon,Extended,1.6V ~ 5.5V I2C 128Kb (16K x 8) SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1806081742_ROHM-Semicon-BR24T128F-WE2_C123052.pdf,1-9:0.403149606,10-29:0.332283465,30-99:0.280314961,100-499:0.237795276,1000-1999:0.226771654,4000-:0.223622047,500-999:0.231496063,2000-3999:0.225196850,0,
C123056,Memory,EEPROM,BR24T128FVT-WE2,TSSOP-8_3.0x4.4x0.65P,8,ROHM Semicon,Extended,1.6V ~ 5.5V I2C 128Kb (16K x 8) TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1804241742_ROHM-Semicon-BR24T128FVT-WE2_C123056.pdf,1-9:0.403149606,10-29:0.332283465,30-99:0.280314961,100-499:0.237795276,500-999:0.231496063,1000-1999:0.226771654,2000-3999:0.225196850,4000-:0.223622047,25,
C123060,Memory,EEPROM,BR24T64FVT-WE2,TSSOP-8_3.0x4.4x0.65P,8,ROHM Semicon,Extended,1.6V ~ 5.5V I2C 64Kb (8K x 8) TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810161909_ROHM-Semicon-BR24T64FVT-WE2_C123060.pdf,500-999:0.180000000,10-29:0.257165354,100-499:0.185511811,1000-1999:0.177322835,1-9:0.311338583,30-99:0.217952756,2000-3999:0.175275591,4000-:0.173858268,0,
C123061,Memory,EEPROM,BR24T08FJ-WE2,SOIC-8_3.9x4.9x1.27P,8,ROHM Semicon,Extended,1.6V ~ 5.5V I2C 8Kb (1K x 8) SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1804241742_ROHM-Semicon-BR24T08FJ-WE2_C123061.pdf,1-9:0.179212598,10-29:0.148346457,30-99:0.125984252,100-499:0.107559055,500-999:0.104409449,1000-1999:0.102834646,2000-3999:0.101732283,4000-:0.100944882,0,
C123068,Memory,EEPROM,BRCC064GWZ-3E2,XFBGA-6,6,ROHM Semicon,Extended,1.6V ~ 5.5V I2C 64Kb (8K x 8) XFBGA-6 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1806041011_ROHM-Semicon-BRCC064GWZ-3E2_C123068.pdf,1000-1999:0.153228346,2000-3999:0.151653543,4000-:0.150393701,1-9:0.267244094,10-29:0.221259843,30-99:0.187874016,100-499:0.160314961,500-999:0.155590551,0,
C1236814,Memory,NOR FLASH,IS25LP016D-JBLA3,SOIC-8,8,ISSI(Integrated Silicon Solution),Extended,SOIC-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2201141300_ISSI-Integrated-Silicon-Solution-IS25LP016D-JBLA3_C1236814.pdf,500-999:1.653543307,1000-:1.628346457,1-9:2.864566929,10-29:2.365354331,30-99:2.003149606,100-499:1.703937008,1,
C1236828,Memory,eMMC,IS22ES08G-JCLA1,VFBGA-153,153,ISSI(Integrated Silicon Solution),Extended,VFBGA-153(11.5x13) eMMC ROHS,https://datasheet.lcsc.com/lcsc/2102021607_ISSI-Integrated-Silicon-Solution-IS22ES08G-JCLA1_C1236828.pdf,1-9:15.011023622,10-29:12.422047244,30-99:10.544881890,500-999:8.733858268,100-499:8.996850394,1000-:8.603149606,0,
C12371,Memory,EEPROM,AT24C512C-SSHD-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,2.5V ~ 5.5V I2C 512Kb (64K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810081612_Microchip-Tech-AT24C512C-SSHD-T_C12371.pdf,1-9:3.475590551,10-29:3.034645669,30-99:2.954330709,100-499:2.872440945,500-999:2.836220472,4000-:2.737007874,2000-3999:2.759055118,1000-1999:2.792125984,7793,
C123842,Memory,EEPROM,K24C08,SOT-23-5,5,Hua Hong NEC,Extended,1.8V ~ 5.5V I2C 8Kb (1K x 8) SOT-23-5 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809191920_Hua-Hong-NEC-K24C08_C123842.pdf,5-45:0.094488189,150-495:0.068346457,5000-9995:0.057007874,50-145:0.079370079,500-2495:0.059370079,20000-:0.056062992,2500-4995:0.057795276,10000-19995:0.056535433,23,
C124042,Memory,NOR FLASH,MX25L51245GZ2I-10G,WSON-8,9,MXIC(Macronix),Extended,512Mb (512M x 1, 256M x 2, 128M x 4) SPI FLASH Non-Volatile WSON-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809291510_MXIC-Macronix-MX25L51245GZ2I-10G_C124042.pdf,1-9:5.354330709,10-29:4.792125984,30-99:4.703937008,102-103:4.571653543,100-101:4.571653543,104-:4.571653543,0,
C124688,Memory,Font chips,GT30L24A3W,SOP-8_5.2x5.3x1.27P,8,Gotop,Extended,11x12/15x16/24x24 GB18030/KSC5601/JIS0208/UNICODE 120MHz SPI 12mA ∫·÷√∫·≈≈ 5¶ÃA 2.7V~3.6V -40°Ê~+85°Ê SOP-8_208mil Font chips ROHS,https://datasheet.lcsc.com/lcsc/1808272317_Gotop-GT30L24A3W_C124688.pdf,1-9:1.363779528,10-29:1.127559055,30-99:0.955905512,100-499:0.814173228,500-999:0.790551181,1000-1999:0.777952756,2000-3999:0.768503937,4000-:0.763779528,19,
C124690,Memory,Font chips,GT24L24A2Y,DFN-8_EP_2.0x3.0x0.5P_2,8,Gotop,Extended,16x16/24x24 5¶ÃA GB2312/BIG5/JIS0208/KSC5601/UNICODE 120MHz SPI 12mA 1¶ÃA  ˙÷√∫·≈≈ 2.7V~3.6V -40°Ê~+85°Ê DFN-8_2x3mm Font chips ROHS,https://datasheet.lcsc.com/lcsc/1912111436_Gotop-GT24L24A2Y_C124690.pdf,1-9:0.811023622,10-29:0.667716535,30-99:0.563779528,100-499:0.478740157,500-999:0.462992126,1000-1999:0.456692913,2000-3999:0.450393701,4000-:0.447244094,67,
C125820,Memory,EEPROM,BL24C02A-RRRC,TSOT-23-5,5,BL(Shanghai Belling),Extended,Non-Volatile 2Kb (256 x 8) I2C 1.7V ~ 5.5V TSOT-23-5 EEPROM RoHS,https://datasheet.lcsc.com/lcsc/1811081322_BL-Shanghai-Belling-BL24C02A-RRRC_C125820.pdf,10-90:0.052283465,140-150:0.040157480,160-190:0.040157480,290-:0.040157480,100-130:0.040157480,200-280:0.040157480,0,
C125973,Memory,EEPROM,AT24C02D-XHM-T,TSSOP-8_3.0x4.4x0.65P,8,Microchip Tech,Extended,1.7V ~ 3.6V I2C 2Kb (256 x 8) TSSOP-8(3x4.4x0.65£© EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809191834_Microchip-Tech-AT24C02D-XHM-T_C125973.pdf,1-9:0.511811024,10-29:0.437795276,30-99:0.384251969,100-499:0.338582677,500-999:0.332283465,1000-1999:0.327559055,2000-3999:0.324409449,4000-:0.322834646,0,
